Program ID,YÖK Atlas Baðlantýsý,Üniversite,Fakülte,Program Adý,Program Kabul Koþullarý Baðlantýsý,Öðretim Dili/Süresi/BursDurumu,Þehir,"Ünivers,teTürü",Ücret/Burs,Eðitim Öðretim Türü,2023 Yýlý Doluluk Durumu,2023 Yýlý Yerleþen Sayýsý,2022 Yýlý Yerleþen Sayýsý,2021 Yýlý Yerleþen Sayýsý,2020 Yýlý Yerleþen Sayýsý,2023 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2022 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2021 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2020 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2023 Yýlý TBS 0.12 Katsayý Taban Puaný,2022 Yýlý TBS 0.12 Katsayý Taban Puaný,2021 Yýlý TBS 0.12 Katsayý Taban Puaný,2020 Yýlý TBS 0.12 Katsayý Taban Puaný,2023 Yýlý Toplam Kontenjaný,2022 Yýlý Toplam Kontenjaný,2021 Yýlý Toplam Kontenjaný,2020 Yýlý Toplam Kontenjaný,Dil Puanlarý.Üniversite Türü,Dil Puanlarý.Üniversite,Dil Puanlarý.Fakülte / Yüksekokul,Dil Puanlarý.Puan Türü,Dil Puanlarý.Burs Türü,Dil Puanlarý.Genel Kontenjan,Dil Puanlarý.Okul Birincisi Kontenjaný,Dil Puanlarý.Toplam Kontenjan **,Dil Puanlarý.Genel Kontenjana Yerleþen,Dil Puanlarý.Okul Birincisi Kontenjanýna Yerleþen,Dil Puanlarý.Toplam Yerleþen,Dil Puanlarý.Boþ Kalan Kontenjan,Dil Puanlarý.Ýlk Yerleþme Oraný,Dil Puanlarý.Yerleþip Kayýt Yaptýrmayan,Dil Puanlarý.Ek Yerleþen,"Dil Puanlarý.0,12 Katsayý ile Yerleþen Son Kiþinin Puaný *","Dil Puanlarý.0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Puaný *","Dil Puanlarý.0,12 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý *","Dil Puanlarý.0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý *","Dil Puanlarý.2023 Tavan Puan(0,12) *","Dil Puanlarý.2023 Tavan Baþarý Sýrasý(0,12) *",Dil Puanlarý.2022'de Yerleþip 2023'de OBP'si Kýrýlarak Yerleþen Sayýsý *,Dil Puanlarý.Yerleþenlerin Ortalama OBP'si *,Dil Puanlarý.Yerleþenlerin Ortalama Diploma Notu *
105490155,https://yokatlas.yok.gov.tr/lisans.php?y=105490155,ÝSTANBUL MEDENÝYET ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Ýspanyol Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105490155,(KKTC Uyruklu)(4 Yýllýk),ÝSTANBUL,Devlet,Ücretsiz,Örgün,Doldu#,1,,,,50289,,,,349.59426,,,,1,1,,,Devlet,ÝSTANBUL MEDENÝYET ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,Ücretsiz,1,,1,1,,1,0,1,,,349.59426,,50289,,349.59426,50289,,334,66.8
110910168,https://yokatlas.yok.gov.tr/lisans.php?y=110910168,ANKARA SOSYAL BÝLÝMLER ÜNÝVERSÝTESÝ,ASBÜ-Kuzey Kýbrýs Yerleþkesi (KKTC-Lefkoþa),Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=110910168,(Burslu)(4 Yýllýk),ANKARA,Devlet,Burslu,Örgün,Doldu#,10,10,,,52335,36828,,,344.99424,364.22017,,,10,10,,,Devlet,ANKARA SOSYAL BÝLÝMLER ÜNÝVERSÝTESÝ,ASBÜ-Kuzey Kýbrýs Yerleþkesi (KKTC-Lefkoþa),DÝL,Burslu,10,,10,10,,10,0,1,3,1,344.99424,,52335,,406.30016,25783,,400.558,80.1
107290506,https://yokatlas.yok.gov.tr/lisans.php?y=107290506,MARMARA ÜNÝVERSÝTESÝ,Atatürk Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=107290506,(Ýngilizce)(UOLP-Uluslararasý Saraybosna Üniversitesi)(Ücretli)(4 Yýllýk),ÝSTANBUL,Devlet,Ücretli,Örgün,Doldu#,5,,,,52353,,,,344.93978,,,,5,,,,Devlet,MARMARA ÜNÝVERSÝTESÝ,Atatürk Eðitim Fakültesi,DÝL,Ücretli,5,,5,5,,5,0,1,2,,344.93978,,52353,,419.42446,20655,,408.998,81.8
106090171,https://yokatlas.yok.gov.tr/lisans.php?y=106090171,KAHRAMANMARAÞ SÜTÇÜ ÝMAM ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Ýngilizce Mütercim ve Tercümanlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=106090171,(4 Yýllýk),KAHRAMANMARAÞ,Devlet,Ücretsiz,Örgün,Doldu#,52,,,,52539,,,,344.5559,,,,52,,,,Devlet,KAHRAMANMARAÞ SÜTÇÜ ÝMAM ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,DÝL,Ücretsiz,40,1,52,41,,52,0,1,3,1,344.5559,,52539,,476.3463,5573,6,410.586,82.1
210401872,https://yokatlas.yok.gov.tr/lisans.php?y=210401872,ÝSTANBUL NÝÞANTAÞI ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Ýngilizce Mütercim ve Tercümanlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=210401872,(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,67,58,50,32,54628,52896,54486,,340.0959,323.34852,267.19918,,67,58,50,47,Vakýf,ÝSTANBUL NÝÞANTAÞI ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",DÝL,%50 Ýndirimli,67,,67,67,,67,0,1,5,5,340.0959,,54628,,419.054,20789,6,391.626,78.3
111790330,https://yokatlas.yok.gov.tr/lisans.php?y=111790330,ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Arapça Mütercim ve Tercümanlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=111790330,(Arapça)(4 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu#,64,62,62,,54960,54852,52713,,339.36243,318.48135,272.215,,64,62,62,,Devlet,ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,Ücretsiz,60,2,64,62,,64,0,1,6,6,339.36243,,54960,,455.90196,9421,11,396.838,79.4
201490092,https://yokatlas.yok.gov.tr/lisans.php?y=201490092,FATÝH SULTAN MEHMET VAKIF ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Ýngilizce Mütercim ve Tercümanlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=201490092,(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,34,30,30,,56597,49289,66699,,335.83386,332.25649,234.15123,,34,30,30,,Vakýf,FATÝH SULTAN MEHMET VAKIF ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,DÝL,%50 Ýndirimli,34,,34,34,,34,0,1,3,,335.83386,,56597,,405.96034,25900,2,369.154,73.8
210401865,https://yokatlas.yok.gov.tr/lisans.php?y=210401865,ÝSTANBUL NÝÞANTAÞI ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Ýngilizce Mütercim ve Tercümanlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=210401865,(Ücretli)(4 Yýllýk),ÝSTANBUL,Vakýf,Ücretli,Örgün,Doldu#,1,1,1,,58022,57053,56057,,332.8644,313.30154,262.80305,,1,1,1,1,Vakýf,ÝSTANBUL NÝÞANTAÞI ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",DÝL,Ücretli,1,,1,1,,1,0,1,2,,332.8644,,58022,,332.8644,58022,1,378.211,75.6
206011007,https://yokatlas.yok.gov.tr/lisans.php?y=206011007,YAÞAR ÜNÝVERSÝTESÝ,Uygulamalý Bilimler Yüksekokulu,Turizm Rehberliði (Yüksekokul),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=206011007,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),ÝZMÝR,Vakýf,%50 Ýndirimli,Örgün,Doldu#,24,18,16,18,58110,63128,,,332.69514,298.59943,,,24,18,18,23,Vakýf,YAÞAR ÜNÝVERSÝTESÝ,Uygulamalý Bilimler Yüksekokulu,DÝL,%50 Ýndirimli,24,,24,24,,24,0,1,7,1,332.69514,,58110,,410.01871,24255,3,390.111,78
206210325,https://yokatlas.yok.gov.tr/lisans.php?y=206210325,ÝSTANBUL YENÝ YÜZYIL ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=206210325,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,46,38,16,33,58335,62247,,,332.18977,300.76104,,,46,38,42,43,Vakýf,ÝSTANBUL YENÝ YÜZYIL ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,%50 Ýndirimli,46,,46,46,,46,0,1,1,1,332.18977,,58335,,401.13576,27855,7,384.058,76.8
206011167,https://yokatlas.yok.gov.tr/lisans.php?y=206011167,YAÞAR ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=206011167,(Ýngilizce)(Ücretli)(4 Yýllýk),ÝZMÝR,Vakýf,Ücretli,Örgün,Doldu#,5,4,3,3,59696,54168,63388,,329.28058,320.18625,242.9849,,5,4,3,8,Vakýf,YAÞAR ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,DÝL,Ücretli,5,,5,5,,5,0,1,1,,329.28058,,59696,,366.62953,42646,,435.129,87
210401851,https://yokatlas.yok.gov.tr/lisans.php?y=210401851,ÝSTANBUL NÝÞANTAÞI ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=210401851,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,67,58,50,23,61670,65398,67839,,325.05556,293.29842,230.87497,,67,58,50,47,Vakýf,ÝSTANBUL NÝÞANTAÞI ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",DÝL,%50 Ýndirimli,67,,67,67,,67,0,1,5,1,325.05556,,61670,,410.70941,23973,5,386.002,77.2
112572424,https://yokatlas.yok.gov.tr/lisans.php?y=112572424,ISPARTA UYGULAMALI BÝLÝMLER ÜNÝVERSÝTESÝ,Turizm Fakültesi (Eðirdir),Turizm Rehberliði (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=112572424,(4 Yýllýk),ISPARTA,Devlet,Ücretsiz,Örgün,Doldu#,42,41,41,,62105,56290,51996,,324.08273,315.1064,274.26282,,42,41,41,,Devlet,ISPARTA UYGULAMALI BÝLÝMLER ÜNÝVERSÝTESÝ,Turizm Fakültesi (Eðirdir),DÝL,Ücretsiz,40,1,42,41,,42,0,1,1,1,324.08273,,62105,,369.30931,41420,4,394.534,78.9
300290346,https://yokatlas.yok.gov.tr/lisans.php?y=300290346,GÝRNE AMERÝKAN ÜNÝVERSÝTESÝ,Beþeri Bilimler Fakültesi,Amerikan Kültürü ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300290346,(Ýngilizce)(Burslu)(4 Yýllýk),KKTC-GÝRNE,KKTC,Burslu,Örgün,Doldu#,8,10,12,11,62969,63611,68498,,322.32102,297.44326,228.82114,,8,10,12,20,KKTC,GÝRNE AMERÝKAN ÜNÝVERSÝTESÝ,Beþeri Bilimler Fakültesi,DÝL,Burslu,8,,8,8,,8,0,1,2,1,322.32102,,62969,,343.38846,53077,1,399.431,79.9
101190206,https://yokatlas.yok.gov.tr/lisans.php?y=101190206,ANKARA ÜNÝVERSÝTESÝ,Dil ve Tarih Coðrafya Fakültesi,Ýtalyan Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101190206,(Ýtalyanca)(KKTC Uyruklu)(4 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu#,1,1,,,63396,41431,,,321.42777,352.17751,,,1,1,1,1,Devlet,ANKARA ÜNÝVERSÝTESÝ,Dil ve Tarih Coðrafya Fakültesi,DÝL,Ücretsiz,1,,1,1,,1,0,1,,,321.42777,,63396,,321.42777,63396,1,393,78.6
100790539,https://yokatlas.yok.gov.tr/lisans.php?y=100790539,AKDENÝZ ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Rus Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=100790539,(KKTC Uyruklu)(4 Yýllýk),ANTALYA,Devlet,Ücretsiz,Örgün,Doldu#,2,,,,67061,,,,314.24827,,,,2,1,,,Devlet,AKDENÝZ ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,Ücretsiz,2,,2,2,,2,0,1,1,,314.24827,,67061,,373.54558,39602,,382.75,76.6
101190528,https://yokatlas.yok.gov.tr/lisans.php?y=101190528,ANKARA ÜNÝVERSÝTESÝ,Dil ve Tarih Coðrafya Fakültesi,Kore Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101190528,(KKTC Uyruklu)(4 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu#,1,1,,,67471,104587,,,313.50061,212.48234,,,1,1,,,Devlet,ANKARA ÜNÝVERSÝTESÝ,Dil ve Tarih Coðrafya Fakültesi,DÝL,Ücretsiz,1,,1,1,,1,0,1,,,313.50061,,67471,,313.50061,67471,1,369,73.8
210402565,https://yokatlas.yok.gov.tr/lisans.php?y=210402565,ÝSTANBUL NÝÞANTAÞI ÜNÝVERSÝTESÝ,Uygulamalý Bilimler Yüksekokulu,Turizm Rehberliði (Yüksekokul),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=210402565,(Ücretli)(4 Yýllýk),ÝSTANBUL,Vakýf,Ücretli,Örgün,Doldu#,1,1,,,71872,81076,,,304.8052,258.77663,,,1,1,1,1,Vakýf,ÝSTANBUL NÝÞANTAÞI ÜNÝVERSÝTESÝ,Uygulamalý Bilimler Yüksekokulu,DÝL,Ücretli,1,,1,1,,1,0,1,1,1,304.8052,,71872,,304.8052,71872,,366.274,73.3
208450827,https://yokatlas.yok.gov.tr/lisans.php?y=208450827,ÝSTÝNYE ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Ýngilizce Mütercim ve Tercümanlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=208450827,(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,42,38,28,,74297,73737,,,300.09406,274.32433,,,42,38,34,,Vakýf,ÝSTÝNYE ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,DÝL,%50 Ýndirimli,42,,42,42,,42,0,1,5,2,300.09406,,74297,,416.6055,21685,2,386.977,77.4
204190735,https://yokatlas.yok.gov.tr/lisans.php?y=204190735,MALTEPE ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=204190735,(Ýngilizce)(%25 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%25 Ýndirimli,Örgün,Doldu#,10,21,,,74930,72330,,,298.95482,277.54431,,,10,21,,,Vakýf,MALTEPE ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,%25 Ýndirimli,10,,10,10,,10,0,1,2,,298.95482,,74930,,369.68984,41271,2,379.581,75.9
403910264,https://yokatlas.yok.gov.tr/lisans.php?y=403910264,HOCA AHMET YESEVÝ ULUSLARARASI TÜRK-KAZAK ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Rus Dili ve Edebiyatý Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=403910264,(4 Yýllýk),TÜRKÝSTAN-KAZAKÝSTAN,Yurt Dýþý,Ücretsiz,Örgün,Doldu#,5,5,4,10,77041,116339,,,294.93855,186.46417,,,5,5,10,15,Yurt Dýþý,HOCA AHMET YESEVÝ ULUSLARARASI TÜRK-KAZAK ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,Ücretsiz,5,,5,5,,5,0,1,2,,294.93855,,77041,,382.35109,35785,1,369.026,73.8
300211401,https://yokatlas.yok.gov.tr/lisans.php?y=300211401,GÝRNE AMERÝKAN ÜNÝVERSÝTESÝ,Beþeri Bilimler Fakültesi,Çin Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300211401,(Burslu)(4 Yýllýk),KKTC-GÝRNE,KKTC,Burslu,Örgün,Doldu#,8,10,10,8,77488,86528,67259,,294.1375,247.72551,232.58864,,8,10,10,20,KKTC,GÝRNE AMERÝKAN ÜNÝVERSÝTESÝ,Beþeri Bilimler Fakültesi,DÝL,Burslu,8,,8,8,,8,0,1,2,,294.1375,,77488,,374.58711,39143,1,387.459,77.5
206010999,https://yokatlas.yok.gov.tr/lisans.php?y=206010999,YAÞAR ÜNÝVERSÝTESÝ,Uygulamalý Bilimler Yüksekokulu,Turizm Rehberliði (Yüksekokul),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=206010999,(Ýngilizce)(Ücretli)(4 Yýllýk),ÝZMÝR,Vakýf,Ücretli,Örgün,Doldu#,4,2,1,,77578,72629,,,293.9628,276.88324,,,4,2,2,3,Vakýf,YAÞAR ÜNÝVERSÝTESÝ,Uygulamalý Bilimler Yüksekokulu,DÝL,Ücretli,4,,4,4,,4,0,1,4,2,293.9628,,77578,,318.16308,65100,2,349.052,69.8
210402572,https://yokatlas.yok.gov.tr/lisans.php?y=210402572,ÝSTANBUL NÝÞANTAÞI ÜNÝVERSÝTESÝ,Uygulamalý Bilimler Yüksekokulu,Turizm Rehberliði (Yüksekokul),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=210402572,(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,35,27,16,18,77863,79528,,,293.50965,261.92601,,,35,27,24,36,Vakýf,ÝSTANBUL NÝÞANTAÞI ÜNÝVERSÝTESÝ,Uygulamalý Bilimler Yüksekokulu,DÝL,%50 Ýndirimli,35,,35,35,,35,0,1,2,2,293.50965,,77863,,404.49583,26480,7,371.314,74.3
206710479,https://yokatlas.yok.gov.tr/lisans.php?y=206710479,TED ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=206710479,(Ýngilizce)(Ücretli)(4 Yýllýk),ANKARA,Vakýf,Ücretli,Örgün,Doldu#,6,5,,,78504,57304,,,292.37342,312.69237,,,6,5,,,Vakýf,TED ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Ücretli,6,,6,6,,6,0,1,3,,292.37342,,78504,,360.13534,45482,,458.606,91.7
209310011,https://yokatlas.yok.gov.tr/lisans.php?y=209310011,ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Ýngilizce Mütercim ve Tercümanlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=209310011,(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,38,34,19,11,78550,75914,,,292.29924,269.59468,,,38,34,34,51,Vakýf,ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,DÝL,%50 Ýndirimli,38,,38,38,,38,0,1,6,2,292.29924,,78550,,425.85626,18325,1,389.222,77.8
205090233,https://yokatlas.yok.gov.tr/lisans.php?y=205090233,ÝSTANBUL TOPKAPI ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Ýngilizce Mütercim ve Tercümanlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=205090233,(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,25,,,,78624,,,,292.1575,,,,25,,,,Vakýf,ÝSTANBUL TOPKAPI ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",DÝL,%50 Ýndirimli,25,,25,25,,25,0,1,4,1,292.1575,,78624,,340.23046,54552,3,380.48,76.1
105610325,https://yokatlas.yok.gov.tr/lisans.php?y=105610325,ÝSTANBUL ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Urdu Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105610325,(4 Yýllýk),ÝSTANBUL,Devlet,Ücretsiz,Örgün,Doldu#,42,41,35,38,78993,92381,,,291.48979,236.24848,,,42,41,41,41,Devlet,ÝSTANBUL ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,Ücretsiz,40,1,42,41,,42,0,1,5,5,291.48979,,78993,,362.80105,44297,13,358.043,71.6
111210060,https://yokatlas.yok.gov.tr/lisans.php?y=111210060,GAZÝANTEP ÝSLAM BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ,Yabancý Diller Yüksekokulu,Arapça Mütercim ve Tercümanlýk (Yüksekokul),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=111210060,(4 Yýllýk),GAZÝANTEP,Devlet,Ücretsiz,Örgün,Doldu#,40,,,,79246,,,,291.06976,,,,40,,,,Devlet,GAZÝANTEP ÝSLAM BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ,Yabancý Diller Yüksekokulu,DÝL,Ücretsiz,30,1,40,31,,40,0,1,5,3,291.06976,,79246,,418.89769,20841,2,388.373,77.7
108290346,https://yokatlas.yok.gov.tr/lisans.php?y=108290346,ONDOKUZ MAYIS ÜNÝVERSÝTESÝ,Yabancý Diller Yüksekokulu,Arapça Mütercim ve Tercümanlýk (Yüksekokul),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108290346,(4 Yýllýk),SAMSUN,Devlet,Ücretsiz,Örgün,Doldu#,42,41,41,,79710,69670,67134,,290.24509,283.54109,232.90682,,42,41,41,,Devlet,ONDOKUZ MAYIS ÜNÝVERSÝTESÝ,Yabancý Diller Yüksekokulu,DÝL,Ücretsiz,40,1,42,41,,42,0,1,4,3,290.24509,,79710,,415.76972,21987,9,385.801,77.2
105690823,https://yokatlas.yok.gov.tr/lisans.php?y=105690823,ÝSTANBUL ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Fransýzca Mütercim ve Tercümanlýk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105690823,(KKTC Uyruklu)(4 Yýllýk),ÝSTANBUL,Devlet,Ücretsiz,Örgün,Doldu#,1,,,,82667,,,,284.77532,,,,1,,,,Devlet,ÝSTANBUL ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,Ücretsiz,1,,1,1,,1,0,1,1,,284.77532,,82667,,284.77532,82667,,373.5,74.7
200610199,https://yokatlas.yok.gov.tr/lisans.php?y=200610199,BAÞKENT ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Amerikan Kültürü ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=200610199,(Ücretli)(4 Yýllýk),ANKARA,Vakýf,Ücretli,Örgün,Doldu#,2,2,2,1,83763,72904,56277,,282.7525,276.24611,262.15567,,2,2,2,2,Vakýf,BAÞKENT ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Ücretli,2,,2,2,,2,0,1,2,,282.7525,,83763,,299.02196,74898,,365.965,73.2
206190328,https://yokatlas.yok.gov.tr/lisans.php?y=206190328,YEDÝTEPE ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Rus Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=206190328,(Rusça)(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,25,25,20,15,86232,78500,56859,,278.41505,264.08486,260.49771,,25,25,20,20,Vakýf,YEDÝTEPE ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,%50 Ýndirimli,25,,25,25,,25,0,1,5,1,278.41505,,86232,,429.31915,17094,1,410.933,82.2
110910161,https://yokatlas.yok.gov.tr/lisans.php?y=110910161,ANKARA SOSYAL BÝLÝMLER ÜNÝVERSÝTESÝ,ASBÜ-Kuzey Kýbrýs Yerleþkesi (KKTC-Lefkoþa),Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=110910161,(%50 Ýndirimli)(4 Yýllýk),ANKARA,Devlet,%50 Ýndirimli,Örgün,Doldu#,35,30,,,87922,91044,,,275.42093,238.74664,,,35,30,,,Devlet,ANKARA SOSYAL BÝLÝMLER ÜNÝVERSÝTESÝ,ASBÜ-Kuzey Kýbrýs Yerleþkesi (KKTC-Lefkoþa),DÝL,%50 Ýndirimli,35,,35,35,,35,0,1,5,1,275.42093,,87922,,338.06702,55554,4,392.396,78.5
408810038,https://yokatlas.yok.gov.tr/lisans.php?y=408810038,ULUSLARARASI SARAYBOSNA ÜNÝVERSÝTESÝ,Sanat ve Sosyal Bilimler Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=408810038,(%50 Ýndirimli)(4 Yýllýk),SARAYBOSNA - BOSNA - HERSEK,Yurt Dýþý,%50 Ýndirimli,Örgün,Doldu#,6,5,2,,88299,119009,,,274.75788,178.34855,,,6,5,5,5,Yurt Dýþý,ULUSLARARASI SARAYBOSNA ÜNÝVERSÝTESÝ,Sanat ve Sosyal Bilimler Fakültesi,DÝL,%50 Ýndirimli,6,,6,6,,6,0,1,3,,274.75788,,88299,,355.15144,47798,1,373.897,74.8
