Program ID,Üniversite,Fakülte,YOK Atlas Baðlantýsý,Program Adý,Program Koþullarý Baðlantýsý,Öðretim Dili/Süresi/BursDurumu,Þehir,Üniversite Türü,Ücret/Burs,Eðitim Öðretim Türü,2023 Yýlý Doluluk Durumu,2023 Yýlý Yerleþen Sayýsý,2022 Yýlý Yerleþen Sayýsý,2021 Yýlý Yerleþen Sayýsý,2020 Yýlý Yerleþen Sayýsý,2023 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2022 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2021 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2020 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2023 Yýlý TBS 0.12 Katsayý Taban Puaný,2022 Yýlý TBS 0.12 Katsayý Taban Puaný,2021 Yýlý TBS 0.12 Katsayý Taban Puaný,2020 Yýlý TBS 0.12 Katsayý Taban Puaný,2023 Yýlý Toplam Kontenjan,2022 Toplam Kontenjaný,2021 Yýlý Toplam Kontenjaný,2020 Yýlý Toplam Kontenjaný,Eþit Aðýrlýk Puanlarý.Fakülte / Yüksekokul,Puan Türü,Burs Türü,2023 Yýlý Genel Kontenjan,2023 Yýlý Okul Birincisi Kontenjaný,2023 Yýlý Toplam Kontenjaný,2023 Yýlý Genel Kontenjana Yerleþen,2023 Yýlý Okul Birincisi Kontenjanýna Yerleþen,2023 Yýlý Toplam Yerleþen,2023 Yýlý Boþ Kalan Kontenjan,2023 Yýlý Ýlk Yerleþme Oraný,2023 Yýlý Yerleþip Kayýt Yaptýrmayan,2023 Yýlý Ek Yerleþen,"2023 Yýlý 0,12 Katsayý ile Yerleþen Son Kiþinin Puaný *","2023 Yýlý 0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Puaný *","2023 Yýlý 0,12 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý *","2023 Yýlý 0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý","2023 Yýlý Tavan Puan(0,12 Katsayýsý ile) *","2023 Yýlý Tavan Baþarý Sýrasý(0,12 Katsayýsý ile) *",2022'de Yerleþip 2023'de OBP'si Kýrýlarak Yerleþen Sayýsý,2023 Yýlýnda Yerleþenlerin Ortalama OBP'si *,2023 Yýlýnda Yerleþenlerin Ortalama Diploma Notu *
203490307,ÝSTANBUL TÝCARET ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=203490307,Siyaset Bilimi ve Uluslararasý Ýliþkiler,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203490307,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,6,,,,240574,,,,329.83727,,,,7,,,,Ýnsan ve Toplum Bilimleri Fakültesi,Eþit Aðýrlýk,Burslu,5,,7,5,,6,1,85.70%,,,329.83727,,240574,,346.7197,172442,1,419.259,83.9
210000283,MUDANYA ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=210000283,Çocuk Geliþimi (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=210000283,(Burslu)(4 Yýllýk),BURSA,Vakýf,Burslu,Örgün,Doldu#,10,,,,252102,,,,327.4034,,,,10,,,,Saðlýk Bilimleri Fakültesi,Eþit Aðýrlýk,Burslu,8,,10,8,,10,0,100.00%,1,,327.4034,,252102,,341.36044,192078,1,416.602,83.3
204090216,KTO KARATAY ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=204090216,Enerji Yönetimi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=204090216,(Burslu)(4 Yýllýk),KONYA,Vakýf,Burslu,Örgün,Doldu,6,,,,258914,,,,326.00386,,,,7,,,,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,Burslu,5,,7,5,,6,1,85.70%,,,326.00386,,258914,,358.78947,134242,,424.767,85
209510131,ANKARA BÝLÝM ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=209510131,Psikoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=209510131,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),ANKARA,Vakýf,%50 Ýndirimli,Örgün,Doldu#,17,,,,266932,,,,324.3884,,,,17,,,,Ýnsan ve Toplum Bilimleri Fakültesi,Eþit Aðýrlýk,%50 Ýndirimli,17,,17,17,,17,0,100.00%,,,324.3884,,266932,,343.29626,184719,2,418.428,83.7
210301347,ÝSTANBUL BEYKENT ÜNÝVERSÝTESÝ,Güzel Sanatlar Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=210301347,Grafik Tasarýmý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=210301347,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,11,,,,269545,,,,323.85699,,,,12,,,,Güzel Sanatlar Fakültesi,Eþit Aðýrlýk,Burslu,10,,12,10,,11,1,91.70%,,,323.85699,,269545,,340.66224,194906,1,408.398,81.7
204090300,KTO KARATAY ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=204090300,Psikoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=204090300,(Ücretli)(4 Yýllýk),KONYA,Vakýf,Ücretli,Örgün,Doldu#,60,,,,274350,,,,322.91203,,,,60,,,,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,Ücretli,60,,60,60,,60,0,100.00%,3,1,322.91203,,274350,,354.23694,147734,8,422.004,84.4
201790439,ÝSTANBUL GEDÝK ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=201790439,Uluslararasý Ticaret ve Lojistik (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=201790439,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,6,,,,284545,,,,320.91418,,,,7,,,,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,Burslu,5,,7,5,,6,1,85.70%,,,320.91418,,284545,,337.96989,205520,,387.654,77.5
204090335,KTO KARATAY ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=204090335,Sosyal Hizmet (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=204090335,(Burslu)(4 Yýllýk),KONYA,Vakýf,Burslu,Örgün,Doldu,5,,,,287423,,,,320.35694,,,,6,,,,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,Burslu,4,,6,4,,5,1,83.30%,,,320.35694,,287423,,335.15606,217035,1,411,82.2
208750460,ÝSTANBUL KENT ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=208750460,Siyaset Bilimi ve Kamu Yönetimi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=208750460,(Ücretli)(4 Yýllýk),ÝSTANBUL,Vakýf,Ücretli,Örgün,Doldu#,1,,,,288345,,,,320.19307,,,,1,,,,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,Ücretli,1,,1,1,,1,0,100.00%,1,,320.19307,,288345,,320.19307,288345,,350.85,70.2
110910203,ANKARA SOSYAL BÝLÝMLER ÜNÝVERSÝTESÝ,ASBÜ-Kuzey Kýbrýs Yerleþkesi (KKTC-Lefkoþa),https://yokatlas.yok.gov.tr/lisans.php?y=110910203,Rehberlik ve Psikolojik Danýþmanlýk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=110910203,(Burslu)(4 Yýllýk),ANKARA,Devlet,Burslu,Örgün,Doldu#,5,6,,,292513,,,,319.39076,,,,5,10,,,ASBÜ-Kuzey Kýbrýs Yerleþkesi (KKTC-Lefkoþa),Eþit Aðýrlýk,Burslu,5,,5,5,,5,0,100.00%,,,319.39076,,292513,,331.65059,232322,,408.526,81.7
208310103,KONYA GIDA VE TARIM ÜNÝVERSÝTESÝ,Sosyal ve Beþeri Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=208310103,Uluslararasý Ticaret ve Ýþletmecilik (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=208310103,(Ýngilizce)(Burslu)(4 Yýllýk),KONYA,Vakýf,Burslu,Örgün,Doldu,7,,,,298483,,,,318.25971,,,,8,,,,Sosyal ve Beþeri Bilimler Fakültesi,Eþit Aðýrlýk,Burslu,6,,8,6,,7,1,87.50%,1,1,318.25971,,298483,,353.40223,150286,,422.651,84.5
108570578,OSMANÝYE KORKUT ATA ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=108570578,Çocuk Geliþimi (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108570578,(4 Yýllýk),OSMANÝYE,Devlet,Ücretsiz,Örgün,Doldu#,40,,,,301462,,,,317.71509,,,,40,,,,Saðlýk Bilimleri Fakültesi,Eþit Aðýrlýk,Ücretsiz,30,1,40,30,1,40,0,100.00%,2,2,317.71509,,301462,,343.62609,183503,2,425.319,85.1
204090258,KTO KARATAY ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=204090258,Ýslam Ýktisadý ve Finans,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=204090258,(Burslu)(4 Yýllýk),KONYA,Vakýf,Burslu,Örgün,Doldu,4,,,,306691,,,,316.7755,,,,6,,,,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,Burslu,4,,6,4,,4,2,66.70%,,1,316.7755,,306691,,348.53682,166184,,419.552,83.9
210301403,ÝSTANBUL BEYKENT ÜNÝVERSÝTESÝ,Güzel Sanatlar Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=210301403,Tekstil ve Moda Tasarýmý (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=210301403,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,7,,,,315774,,,,315.15766,,,,7,,,,Güzel Sanatlar Fakültesi,Eþit Aðýrlýk,Burslu,5,,7,5,,7,0,100.00%,,,315.15766,,315774,,350.22671,160581,,435.459,87.1
201290530,DOÐUÞ ÜNÝVERSÝTESÝ,Sanat ve Tasarým Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=201290530,Tekstil ve Moda Tasarýmý (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=201290530,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,4,,,,338030,,,,311.37386,,,,4,,,,Sanat ve Tasarým Fakültesi,Eþit Aðýrlýk,Burslu,3,,4,3,,4,0,100.00%,,,311.37386,,338030,,322.55126,276107,,411.335,82.3
206190554,YEDÝTEPE ÜNÝVERSÝTESÝ,Bilgisayar ve Biliþim Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=206190554,Yönetim Biliþim Sistemleri (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=206190554,(Ýngilizce)(Ücretli)(4 Yýllýk),ÝSTANBUL,Vakýf,Ücretli,Örgün,Doldu#,10,,,,356184,,,,308.42345,,,,10,,,,Bilgisayar ve Biliþim Bilimleri Fakültesi,Eþit Aðýrlýk,Ücretli,10,,10,10,,10,0,100.00%,2,,308.42345,,356184,,326.50177,256406,1,440.203,88
204090433,KTO KARATAY ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=204090433,Uluslararasý Ticaret ve Lojistik (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=204090433,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),KONYA,Vakýf,%50 Ýndirimli,Örgün,Doldu#,10,,,,369784,,,,306.29394,,,,10,,,,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,%50 Ýndirimli,10,,10,10,,10,0,100.00%,,,306.29394,,369784,,339.9076,197843,,442.475,88.5
201290502,DOÐUÞ ÜNÝVERSÝTESÝ,Sanat ve Tasarým Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=201290502,Grafik,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=201290502,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,7,,,,371916,,,,305.97353,,,,7,,,,Sanat ve Tasarým Fakültesi,Eþit Aðýrlýk,Burslu,5,,7,5,,7,0,100.00%,,,305.97353,,371916,,322.32953,277252,,403.639,80.7
210000248,MUDANYA ÜNÝVERSÝTESÝ,Sanat ve Sosyal Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=210000248,Psikoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=210000248,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),BURSA,Vakýf,%50 Ýndirimli,Örgün,Doldu#,20,,,,375787,,,,305.37997,,,,20,,,,Sanat ve Sosyal Bilimler Fakültesi,Eþit Aðýrlýk,%50 Ýndirimli,20,,20,20,,20,0,100.00%,3,,305.37997,,375787,,370.09269,104435,1,431.303,86.3
204090314,KTO KARATAY ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=204090314,Sigortacýlýk ve Sosyal Güvenlik,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=204090314,(Burslu)(4 Yýllýk),KONYA,Vakýf,Burslu,Örgün,Doldu,5,,,,379610,,,,304.80808,,,,6,,,,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,Burslu,4,,6,4,,5,1,83.30%,,,304.80808,,379610,,311.01371,340084,,384.55,76.9
408810715,ULUSLARARASI SARAYBOSNA ÜNÝVERSÝTESÝ,Ekonomi ve Yönetim Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=408810715,Siyaset Bilimi ve Uluslararasý Ýliþkiler,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=408810715,(Burslu)(4 Yýllýk),SARAYBOSNA - BOSNA - HERSEK,Yurt Dýþý,Burslu,Örgün,Doldu#,1,,,,386324,,,,303.816,,,,1,,,,Ekonomi ve Yönetim Bilimleri Fakültesi,Eþit Aðýrlýk,Burslu,1,,1,1,,1,0,100.00%,1,,303.816,,386324,,303.816,386324,,389.281,77.9
207590380,ÝSTANBUL ESENYURT ÜNÝVERSÝTESÝ,Ýþletme ve Yönetim Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=207590380,Ekonomi ve Finans,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=207590380,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,6,,,,405404,,,,301.02178,,,,7,,,,Ýþletme ve Yönetim Bilimleri Fakültesi,Eþit Aðýrlýk,Burslu,5,,7,5,,6,1,85.70%,1,,301.02178,,405404,,305.75506,373374,3,383.282,76.7
102090238,BÝNGÖL ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=102090238,Yönetim Biliþim Sistemleri (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102090238,(4 Yýllýk),BÝNGÖL,Devlet,Ücretsiz,Örgün,Doldu#,32,,,,429597,,,,297.6006,,,,32,,,,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,30,1,32,31,,32,0,100.00%,,,297.6006,,429597,,332.19084,229987,2,369.779,74
300190552,DOÐU AKDENÝZ ÜNÝVERSÝTESÝ,Ýþletme ve Ekonomi Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=300190552,Yönetim Biliþim Sistemleri (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300190552,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),KKTC-GAZÝMAÐUSA,KKTC,%50 Ýndirimli,Örgün,Doldu#,3,,,,446883,,,,295.24316,,,,3,,,,Ýþletme ve Ekonomi Fakültesi,Eþit Aðýrlýk,%50 Ýndirimli,3,,3,3,,3,0,100.00%,1,,295.24316,,446883,,335.65966,214902,,430.388,86.1
207250029,MEF ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=207250029,Psikoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=207250029,(Ýngilizce)(Ücretli)(4 Yýllýk),ÝSTANBUL,Vakýf,Ücretli,Örgün,Doldu#,4,,,,454086,,,,294.28876,,,,4,,,,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,Ücretli,4,,4,4,,4,0,100.00%,1,,294.28876,,454086,,310.66822,342165,,417.76,83.6
207590408,ÝSTANBUL ESENYURT ÜNÝVERSÝTESÝ,Ýþletme ve Yönetim Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=207590408,Elektronik Ticaret ve Yönetimi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=207590408,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,6,,,,476995,,,,291.3247,,,,7,,,,Ýþletme ve Yönetim Bilimleri Fakültesi,Eþit Aðýrlýk,Burslu,5,,7,5,,6,1,85.70%,,,291.3247,,476995,,309.56309,348964,,387.98,77.6
105690851,ÝSTANBUL ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=105690851,Müzecilik,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105690851,(4 Yýllýk),ÝSTANBUL,Devlet,Ücretsiz,Örgün,Doldu#,32,,,,477828,,,,291.21185,,,,32,,,,Edebiyat Fakültesi,Eþit Aðýrlýk,Ücretsiz,30,1,32,31,,32,0,100.00%,3,2,291.21185,,477828,,328.80632,245399,7,397.437,79.5
202590428,ÝSTANBUL BÝLGÝ ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=202590428,Yönetim Biliþim Sistemleri (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202590428,(Ýngilizce)(Ücretli)(4 Yýllýk),ÝSTANBUL,Vakýf,Ücretli,Örgün,Doldu#,10,,,,484840,,,,290.3342,,,,10,,,,Ýþletme Fakültesi,Eþit Aðýrlýk,Ücretli,10,,10,10,,10,0,100.00%,1,,290.3342,,484840,,313.07815,327969,1,411.808,82.4
206190568,YEDÝTEPE ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=206190568,Ekonomi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=206190568,(Ýngilizce)(Ücretli)(4 Yýllýk),ÝSTANBUL,Vakýf,Ücretli,Örgün,Doldu#,5,,,,488143,,,,289.91623,,,,5,,,,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretli,5,,5,5,,5,0,100.00%,2,,289.91623,,488143,,307.60694,361282,,426.947,85.4
204890118,ÖZYEÐÝN ÜNÝVERSÝTESÝ,Sosyal Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=204890118,Uluslararasý Ýliþkiler,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=204890118,(Ýngilizce)(Ücretli)(4 Yýllýk),ÝSTANBUL,Vakýf,Ücretli,Örgün,Doldu#,5,,,,489529,,,,289.74248,,,,5,,,,Sosyal Bilimler Fakültesi,Eþit Aðýrlýk,Ücretli,5,,5,5,,5,0,100.00%,3,,289.74248,,489529,,304.4961,381660,,401.088,80.2
210000234,MUDANYA ÜNÝVERSÝTESÝ,Sanat ve Sosyal Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=210000234,Psikoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=210000234,(Ýngilizce)(Ücretli)(4 Yýllýk),BURSA,Vakýf,Ücretli,Örgün,Doldu#,4,,,,564046,,,,280.93097,,,,4,,,,Sanat ve Sosyal Bilimler Fakültesi,Eþit Aðýrlýk,Ücretli,4,,4,4,,4,0,100.00%,1,1,280.93097,,564046,,289.64097,490385,,427.326,85.5
108690324,PAMUKKALE ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=108690324,Ekonomi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108690324,(Ýngilizce)(4 Yýllýk),DENÝZLÝ,Devlet,Ücretsiz,Örgün,Doldu,82,,,,564872,,,,280.83665,,,,84,,,,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,80,2,84,82,,82,2,97.60%,4,3,280.83665,,564872,,361.53766,126596,4,404.383,80.9
110670246,BANDIRMA ONYEDÝ EYLÜL ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=110670246,Ýþletme,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=110670246,(Ýngilizce)(4 Yýllýk),BALIKESÝR,Devlet,Ücretsiz,Örgün,Doldu#,64,,,,567713,,,,280.52111,,,,64,,,,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,60,2,64,62,,64,0,100.00%,2,2,280.52111,,567713,,372.94752,97671,3,389.748,77.9
108470103,ORTA DOÐU TEKNÝK ÜNÝVERSÝTESÝ,ODTÜ Kuzey Kýbrýs Kampusu (KKTC-Güzelyurt),https://yokatlas.yok.gov.tr/lisans.php?y=108470103,Ýþletme,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108470103,(Ýngilizce)(Ücretli)(4 Yýllýk),ANKARA,Devlet,Ücretli,Örgün,Doldu#,5,,,,568811,,,,280.39805,,,,5,,,,ODTÜ Kuzey Kýbrýs Kampusu (KKTC-Güzelyurt),Eþit Aðýrlýk,Ücretli,5,,5,5,,5,0,100.00%,1,,280.39805,,568811,,296.95839,434319,,432.489,86.5
203790264,KADÝR HAS ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=203790264,Yönetim Biliþim Sistemleri (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203790264,(Ýngilizce)(Ücretli)(4 Yýllýk),ÝSTANBUL,Vakýf,Ücretli,Örgün,Doldu#,5,,,,576044,,,,279.58108,,,,5,,,,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,Ücretli,5,,5,5,,5,0,100.00%,1,,279.58108,,576044,,296.11827,440556,,423.171,84.6
112490468,ESKÝÞEHÝR TEKNÝK ÜNÝVERSÝTESÝ,Mimarlýk ve Tasarým Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=112490468,Tekstil ve Moda Tasarýmý (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=112490468,(4 Yýllýk),ESKÝÞEHÝR,Devlet,Ücretsiz,Örgün,Doldu#,74,,,,578671,,,,279.28776,,,,74,,,,Mimarlýk ve Tasarým Fakültesi,Eþit Aðýrlýk,Ücretsiz,70,2,74,70,2,74,0,100.00%,5,5,279.28776,,578671,,327.38537,252215,5,403.444,80.7
111110161,ÝZMÝR DEMOKRASÝ ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=111110161,Sosyoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=111110161,(Ýngilizce)(4 Yýllýk),ÝZMÝR,Devlet,Ücretsiz,Örgün,Doldu#,64,,,,584072,,,,278.67683,,,,64,,,,Fen-Edebiyat Fakültesi,Eþit Aðýrlýk,Ücretsiz,60,2,64,62,,64,0,100.00%,5,5,278.67683,,584072,,318.9682,294762,11,404.975,81
203490300,ÝSTANBUL TÝCARET ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=203490300,Uluslararasý Ticaret ve Finansman (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203490300,(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,25,,,,588182,,,,278.22591,,,,25,,,,Ýþletme Fakültesi,Eþit Aðýrlýk,%50 Ýndirimli,25,,25,25,,25,0,100.00%,1,1,278.22591,,588182,,334.75465,218736,2,400.2,80
209510166,ANKARA BÝLÝM ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=209510166,Yönetim Biliþim Sistemleri (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=209510166,(%50 Ýndirimli)(4 Yýllýk),ANKARA,Vakýf,%50 Ýndirimli,Örgün,Doldu#,32,,,,605844,,,,276.30139,,,,32,,,,Ýnsan ve Toplum Bilimleri Fakültesi,Eþit Aðýrlýk,%50 Ýndirimli,32,,32,32,,32,0,100.00%,3,3,276.30139,,605844,,325.49679,261419,3,412.684,82.5
203211361,ÝSTANBUL SABAHATTÝN ZAÝM ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=203211361,Psikoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203211361,(Ücretli)(4 Yýllýk),ÝSTANBUL,Vakýf,Ücretli,Örgün,Doldu#,9,,,,614658,,,,275.37461,,,,9,,,,Ýnsan ve Toplum Bilimleri Fakültesi,Eþit Aðýrlýk,Ücretli,9,,9,9,,9,0,100.00%,2,,275.37461,,614658,,303.92893,385543,,422.952,84.6
